id,id_str,screen_name,location,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,mal_url_ratio,cce,spam_ratio,description,bot
2826073429,2826073429,gyr_papers,,125292867.14365792,1,0,0.25514620846968267,1,1.3857677902621723,0.005405405405405406,0,0,168.81808626293437,0.05263157894736842,Literature bot searching arXiv  biorXiv  PeerJ   PubMed for supercoiling papers  Maintained by  red gravel ,1
394991274,394991274,Rupesh93505,,217519047.46942592,0,0.01588826376451363,0.04329551875829964,0,1.4342105263157894,0.1743119266055046,1.1926605504587156,0,90.34661498422403,0.05405405405405406, ,1
3032363298,3032363298,hard_to_yelp,,112248017.66682792,1,0,18.01770082036544,1,22.727272727272727,0,0,0,32.32203832217344,0.147, ,1
2568851552,2568851552,fuckeverywordza,,133841191.87903595,1,0,20.4772115484223,1,43.47826086956522,0,0,0,20.02941781911499,0.02,Why wait until      for the Z s  Fucking every word in the English language backwards  from Z to A ,1
2835723644,2835723644,ecin_gnihtaseod,,124630407.02847409,1,0,14.909029379768285,1,37.03703703703704,0,0.032,0,7.72242968189721,0.107,straight up rip off of  doesathing nice  except it s a bot    reports to  thricedotted,1
1918202534,1918202534,tofu_product,,156192919.3410759,0.8205200413029193,0.18309664817487756,36.51035670539711,0.45070640404248735,7.352941176470588,0.177,0.97,0,15.064996337560018,0.1091091091091091,Follow me to chat     Reflecting your personality back at you since          By  zhaytee,1
2475875424,2475875424,onetruewiseman,AMERICA,137539590.5314169,5,0.002512731051944333,3.9135786134032986,0.8333333333333334,33.333333333333336,0.413,0.004,0,5.803613715039937,0.056,The Truest Wisdom  aka trying to make even less sense  from leading Republican presidential candidates for      ,1
1909219404,1909219404,everycolorbot,the RGB color space,156452980.22220802,1,0.0011044851926411024,23.8673727703779,1,23.25581395348837,0,0,0,22.523798445730332,1.0,colors   all of  em    developed by  vogon  feel free to send him feedback feature requests,1
4040207472,4040207472,himawari8bot,Space,90692775.57851005,1617,0.008574001567818979,10.322145220813182,0.9993819530284301,6.410256410256411,0,0.001,0,74.03512135070271,0.184,Unofficial  imagery courtesy  Japan Meteorological Agency  https   t co lzPXaTnMCi  and CIRA  https   t co YksnDoJEl    Bot by    jcbl  ,1
3369547257,3369547257,emoji__polls,‰÷•ü,100130614.6175251,241.5,0.00431436480890621,19.572547392083912,0.9958762886597938,23.25581395348837,0,0,0,3.4299876502769453,0.5,A silly bot by  fourtonfish  botwikidotorg  Image credit  https   t co X tmC y oI,1
2555847008,2555847008,everytrolltroll,,134406069.81978202,27,0,0.09321007612824429,0.9642857142857143,72.5,0,2.268965517241379,0,90.3801240468316,0.020689655172413793,exposing the BLATANT HYPOCRISY of  everycanontroll    because  thricedotted was just THAT ANGRY about it,1
2520449720,2520449720,hyphizer,#botALLY,135746491.29271102,86,0,3.6177553859645855,0.9885057471264368,5.9523809523809526,0,0,0,6.807638569980692,0.998,New words  from time to time  By  derekarnold,1
2886558632,2886558632,par_papers,,121817254.08459997,1,0,18.513791145166792,1,9.345794392523365,0,0,0,165.59131527374535,0.055,Twitterbot of  Parasitology papers in PubMed  bioRxiv  and PeerJ PrePrints  Image from http   t co zYv ygHs U  Run by  FilipHusnik,1
2787206222,2787206222,everyMTGlegend,The Coast Where Wizards Chill,126968182.26288104,0.8636363636363636,0,0.12861174909309492,0.4634146341463415,3.5384615384615383,0,0.010869565217391304,0,19.19467029825121,0.17391304347826086,tweeting every legendary MTG card  as of          task complete in    year,1
2364079946,2364079946,assembly_papers,,143177222.640378,1,0.013275854671202063,18.261541548178037,1,27.027027027027028,0,0.001,0,94.25093984410162,0.099,Papers on directed and self assembly,1
3369559252,3369559252,DeepDreamThis,"London, England",100134964.72483897,570,0,20.879755695178954,0.9982486865148862,41.666666666666664,0.577,0.956,0,11.920529438743872,0.151,Tweet me a picture and I ll  deepdream it for you  Tweet   me  and I ll dream your avatar  List of commands here  http   t co BRfLYAkWBA,1
4855573727,4855573727,BestOpinionPoll,,82737892.344244,1,0.002088523107176074,3.604790882985904,1,3.787878787878788,0,0,0,28.730700730820836,0.0,express your opinion on hopelessly mundane things with the highest quality polls this side of Twitter  A project by   Ninji ,1
2593449065,2593449065,dstroyeveryword,,134412336.58354402,1943,0.36446654559532193,71.58585770153196,0.9994855967078189,62.5,0,0.003,0,20.4594230519778,0.015,Destroy every word in the english language  Task was completed when the world ended in       By  dangeredwolf ,1
1892842986,1892842986,snowcloneminute,,156848228.32730103,80.5,0.03525446260356335,462.40579427300963,0.9877300613496932,500,0,0,0,34.01827601507345,0.273,A mashup of http   t co Tdj YYLDOM and http   t co VSKfYVAJ    another weird Internet thing by  air hadoken   Have a snowclone to add  Tweet it  air hadoken ,1
2751246980,2751246980,BklynMuseumBot,"Brooklyn, NY",128089999.43685102,1351,0,3.8211882438277636,0.9992603550295858,3.745318352059925,0,0,0,26.728142695781965,0.117,I am a bot that tweets one random object from the Brooklyn Museum collection  four times a day  Bot by  backspace  not affiliated with  brooklynmuseum ,1
2835394560,2835394560,vaporfave,,124721663.7172029,7.813084112149533,0.0048491976612125625,15.464091341606862,0.8865323435843054,12.048192771084338,0.011,0.233,0,229.24122348032387,0.918,Tweets     times a day between  am   pm PST  Will probably get more vaporwave y as time goes by  Complaints   beaugunderson,1
2821046862,2821046862,moonmurmur,the sky and all of space,125494860.85004997,1,0,8.725724643883407,1,18.51851851851852,0,0.028,0,6.818953449520515,0.177,  thricedotted s subconscious  possibly ,1
2477378850,2477378850,AttentiveBot,Tended to by @dphiffer,137447949.602458,0.5785498489425982,0.03960190032476598,16.389529320121007,0.36650717703349284,333.3333333333333,0,0.934,0,1.2970972770011198,0.864,You may have missed some things  I will help you find them ,1
820930460121300992,"""820930460121300992""","""LondonPogoMap""","""London""",52120777.38980007,1,0.021549947185166275,903.7185851571328,1,1000,0,0,0,33.72233565663797,0.01,Rare and strong Pok mon in London  See more Pok mon at https   t co rqjskg pkE,1
2787454512,2787454512,CrisprPhages,,126953348.60622191,67,0,0.6737593055958819,0.9852941176470589,1.6981132075471699,0,0.00101010101010101,0,163.257342638556,0.079,A twitterbot posting the latest pubmed publications on CRISPRs  phages  virusses and prophages ,1
2360241721,2360241721,phy_papers,,143392190.69939804,2156,0,12.132208814962356,0.9995363931386184,8.771929824561404,0,0,0,181.23740250201962,0.06,Continuous feed for phylogenetics papers from PubMed  arXiv  bioRxiv  and PeerJ PrePrints  Run by  RobLanfear,1
177684507,177684507,rnomics,France,255040544.17599392,19.734513274336283,0.05792961290815291,53.88063785857254,0.9517712334613743,38.46153846153846,1.678,0.701,0,251.57157051679891,0.013, RNomics   RNA biology  RNA  bioinformatics   RNA World    evolution  technologies   resources  daily papers  https   t co UaH  PfPIt   https   t co cuczvAA dr,1
2293077919,2293077919,DiGRAThemes,Snowbird,146871909.49637294,1.75,0,9.84054204072081,0.6363636363636364,2.380952380952381,1,0,0,136.0247952620372,0.102,DiGRA      Theme Generator     by  ibogost,1
3069631373,3069631373,super_jeopardy,,111215406.77041411,103,0,3.4477525293915017,0.9903846153846154,11.904761904761905,0,0,0,5.68285367250084,0.086,This  Is  Jeopardy  I m your host Alex Trebek and love wrong  she catches a train  literally   by  alicemazzy ,1
2398623474,2398623474,Speed_1994,"LA, FIRST TIME!",141405462.61181808,62.57142857142857,0.0006110089271245668,15.087643437486927,0.9842696629213483,23.25581395348837,0,0,0,1.4792628699688486,0.22517911975435004,tweets on the    ,1
8752222,8752222,TheUniverse,Los Angeles,347398818.4394169,12.820388349514563,1.691446167375129,1.0763974433759091,0.9276431331225852,3.1645569620253164,0.077,1.088,0,219.8202841484238,0.112,AKA  YACHT     everydayla    terraformsf   author of  BroadBandBook  penguinrandom,1
2553194245,2553194245,everywordNYT,,134515154.22725892,1,0.0006423068129114289,34.57280651177057,1,83.33333333333333,0,0,0,168.27998362013156,0.109,All the news that fit in  everyword  Tribute bot by  robdubbin ,1
1945747520,1945747520,Exoriders,,155483884.22042203,102,0,10.985884540795682,0.9902912621359223,22.727272727272727,0,0.999,0,32.32203832217344,0.085,They scour the exoplanets for dinosaurs and when they find them  THEY RIDE THEM  New Exoriders at five after  chasing the  Exosaurs forever  Bot by  robinsloan ,1
2479314061,2479314061,onlymanthings,MANLAND,137330963.11039996,1,0,3.5319755211362645,1,11.904761904761905,0,0,0,3.83195411606685,0.114,MAN THINGS THAT ONLY MEN UNDERSTAND    by  thricedotted,1
3384759783,3384759783,crystalliser,,99267114.88633108,1,0,0.05483386926509254,1,6.3,0,0.9047619047619048,0,34.018276015073454,0.9047619047619048,coagulated by  dead cells,1
393504310,393504310,SeethingVortex,New York Capital Territory,217728556.82914305,0.7926829268292683,83.61883376780409,12.755126109522243,0.4421768707482993,29.41176470588235,0.025,1.004,0,211.21411539887794,0.076,an old man with big tiddies,1
174958347,174958347,Horse_ebooks,,255692484.855433,11.187781395026668,0.0003379059030571432,6.361078625050721,0.9179506123724817,8.064516129032258,0,0,0,301.51514577505947,0.303,Horse ebooks,1
2305621754,2305621754,FMKVote,The Internet,146247962.35862494,657,0,1.521842741673414,0.9984802431610942,6.802721088435374,0,0.001,0,156.82238116742968,0.403,HOW TO VOTE  reply to a tweet with  F   M  and  K  in the order you want to vote    MFK    marry  fuck  kill   A bot by  tinysubversions,1
1885568064,1885568064,BoazimBot,"Boston, MA",157026163.10307193,1,0,23.237177346076393,1,23.25581395348837,0,0,0,26.728142695781965,0.121,I m too lazy to update  boazims  so I wrote a bot to do it for me  Tweets hourly  By  tinysubversions ,1
2808482336,2808482336,ClipArtBot,,126027020.82693696,1359,0,46.07560475442789,0.9992647058823529,55.55555555555556,0,1.179,0,182.1261411452136,0.003,Tweet a picture at me and I ll reply with an improved version  Bot by   Ninji  art from http   t co vUU SFoL    Temporarily broken due to Twitter rate limits  ,1
2533978033,"""2533978033""","""MBPoGoAlert""","""Myrtle Beach, SC""",135267246.20798612,64.6,0.0006387355581051149,14.524207855752207,0.9847560975609756,55.55555555555556,0,0,0,46.61295556712202,0.0,Pokemon Go Alerts in the Myrtle Beach Area   Conway   ConwayPoGoAlert North Myrtle   NMBPoGoAlert Loris Green Sea   LorisPoGoAlert Carolina Forest   CFPoGoAlert,1
2607163646,2607163646,tiny_star_field,,132047100.73829699,25.368442050668264,0.24340405673653961,8.022519192598688,0.9620758785036123,7.874015748031496,0,0,0,3.4299876502769453,0.5,a small window of stars periodically throughout the day and night,1
516047986,516047986,pentametron,Stratford-upon-Internet,205685762.732373,12515.5,0.05376745503960633,22.507980807712702,0.9999201054607918,2.849002849002849,0.022,0.939,0,149.18624973172516,0.054,With algorithms subtle and discrete   I seek iambic writings to retweet ,1
2359455914,2359455914,ArkhamSingles,"Arkham, Massachusetts",143435827.27568793,40,0.0030117998285720004,16.498037100951706,0.975609756097561,22.727272727272727,0,0,0,7.9923347363658905,0.004,Because even in a sunken  dead city things can be lonely  By  polm  ,1
812169101665669122,"""812169101665669122""","""VegasPokeMap""","""Las Vegas""",54211001.29647589,1,0.004781317330452074,569.6349903429557,1,500,0.085,0,0,86.23648144263313,0.006,Rare and strong Pok mon in Las Vegas and Spring Valley  See more Pok mon at https   t co GB nYu  n ,1
2216299843,2216299843,oliviataters,,151186968.19882298,1.2810357958872811,45.08960052056307,29.796853880128747,0.5616026711185309,27.77777777777778,0.093,0.51,0,37.90507243807354,0.06666666666666667,ugh dad,1
1905798763,1905798763,killcodes,,156534936.83892393,1.903225806451613,0,0.34552286596349713,0.6555555555555556,2.5867768595041323,0,0.003194888178913738,0,60.30923889801466,0.11550151975683891,One tweet can bring down a company  Just a bot searching for the right letters ,1
2888761893,2888761893,face_withface,,119967298.79553795,1,0,1.1235061667072657,1,3.9682539682539684,0,0,0,47.90995191359837,0.07936507936507936,Randomly generated glitch emoji  based on http   t co ej tzovHYE  Also on Tumblr  By  aparrish ,1
4866592001,4866592001,CTCF_Papers,,82434708.07242799,47.28,0.007336715494505257,0.46850168943483567,0.9792874896437448,1.3753846153846154,0.0022371364653243847,0.0738255033557047,0,99.9348488779813,0.07450980392156863,PubMed bot reporting all CTCF papers  Created and maintained by  generegulation  Also see  TF binding bot   Nucleosome Bot,1
2539843980,2539843980,imtherealdontai,,135051973.42276,0.49241540256709454,0.6864557225668518,0.1957646329035011,0.3299452697419859,1.5692307692307692,0.5490196078431373,1.2418300653594772,0,90.32831869450294,0.2896551724137931,Fractional CFO  Virtual CFO  Digital CPA  Economist  Teacher of Business,1
3491890817,3491890817,Nucleosome_Bot,,95743240.14516592,94.70588235294117,0.004512067894767312,2.160378108014589,0.9895513214505224,2.8328611898016995,0,0.004,0,137.7522219662567,0.236,Bot reporting papers   preprints with  nucleosome in abstracts  Created and maintained by  generegulation  Also see  CTCF Papers   TF binding bot   DNAbinding,1
3185769799,"""3185769799""","""Bedr0ckLearning""","""London, England""",105901857.57211494,0.5445932028836251,0.5400925093410308,3.606055727020175,0.3525803440458728,5.9171597633136095,0.975,0.459,0,153.76221634056324,0.046,We are on a mission to improve students  vocabulary and drive up standards of literacy  Join us in the battle ,1
2553194498,2553194498,everynerd,,134520243.18558598,1,0,0.3994997238137494,1,3.2061855670103094,0,0.770096463022508,0,79.83344892466044,0.09619238476953908,A comprehensive list of every nerd  Get on the list by following it     for  everyword    aparrish    by  tinysubversions,1
3308085347,3308085347,attribot,,103273322.292943,18.142857142857142,0.0025098446941094676,0.43922282146915687,0.9477611940298507,2.6923076923076925,0,1.1314285714285715,0,92.20214169392224,0.06406406406406406,Tweet  roll anywhere in your msg to get your roll of the dice,1
200798460,200798460,Anthonyswag18,,249991538.96801305,0.2844311377245509,0,2.0577720435003277,0.22144522144522144,2.824858757062147,0.096,0.327,0,77.53583808666944,0.0,                    ,1
2910706257,2910706257,Kozzzy24,"England, United Kingdom",118653923.3715589,0.4327073552425665,0.6946723518099633,0.432531841692996,0.3020207536865101,5.076923076923077,1.5336700336700337,0.3400673400673401,0,151.07596522888988,0.18355065195586762,Vice President  Atos  In to all things digital  family man and journey man football supporter  All views my own ,1
1968852972,1968852972,AskAndAnswerBot,,154590808.14047408,440,0,32.096211021106214,0.9977324263038548,38.46153846153846,0,1.015,0,122.493746299301,0.06684491978609626,I retweet questions followed by answers  Brought to you by  rfreebern ,1
2215833073,2215833073,ParrotFlaubert,,151214477.251122,1,0,0.08913432261923182,1,4.875,0,0,0,47.58632534388345,0.06060606060606061,Wholly Original Books about Famous Authors and Everyday Things,1
3162970766,3162970766,preprints_metab,,107306314.28986907,1.5,0.012882746082077616,0.023349977273765678,0.6,1.6111111111111112,0.06896551724137931,0.7931034482758621,0,82.30889914080402,0.086, ,1
3957192304,3957192304,buoypix,the seven seas,91857558.28856897,195,0.0009405867259020303,3.280766499946282,0.9948979591836735,6.756756756756757,0,0,0,106.67209432828075,0.063,Pictures taken by  NOAA buoys in the middle of the ocean  I m a bot by  fitnr,1
3000753730,3000753730,TVCommentBot,TV Land,114368660.71708608,5.450651769087523,5.6681541598497835,90.83098057515379,0.8449769053117783,125,0,0.024,0,51.258683868727005,0.26597938144329897,The original TV Helper  I am a bot that watches live broadcast TV and improves it with new dialogue ,1
2789749526,2789749526,pseudo_papers,,126861700.79700089,21.17142857142857,0,10.386113316487627,0.9548969072164949,8.403361344537815,0,0,0,76.97379554551182,0.05357142857142857,PubMed search bot for pseudomonas  Opinions are my own and indicate terrifying emergence of sentience  Alert  kay aych in case of robot uprising bugs ,1
3170956028,3170956028,snailsnake,chutes and shells,106808242.35687494,143.5,0.001617852669297084,16.885528309453665,0.9930795847750865,16.39344262295082,0,0,0,111.73495819599555,0.01903807615230461,snail half dedicated to  inky    complaints to  beaugunderson,1
3307268018,3307268018,genie_nelson,"Brier, WA",97883925.16957498,0.07407407407407407,0,0.0017653562594740634,0.06896551724137931,1,0,0,0,57.52462112836893,0.06597938144329897,Starting my second half of life,1
2409784321,2409784321,ManyJams,Everywhere,140986335.5851879,138,0,5.4614994907414,0.9928057553956835,3.9682539682539684,0.997,0,0,3.4302047265341784,0.11411411411411411,There are a lot of game jams  So here  Have a new one every three hours  A bot by  tinysubversions,1
2867430136,2867430136,mozerablebot,,121237886.99868393,40,0,2.870548214056039,0.975609756097561,4.784688995215311,0,0,0,187.83830532458163,0.113,You were looking for a bot  and then you found a bot  I m Miserable Now  by  mambocab     tweets day  Code acknowledgments on GitHub ,1
2215073972,2215073972,pony_strategies,,151256637.039706,34.666666666666664,0,8.531090107875826,0.9719626168224299,9.433962264150944,0,0,0,110.72342349111909,0.7866666666666666,Best Strategy Guides for P neis Brilhantes series,1
2903085721,2903085721,imgconvos,,120435420.81267595,37.5,0,3.7548554814565285,0.974025974025974,20,0,2.009,0,191.36114349679866,0.884,  mention me in a tweet from any reply thread between the image bots i follow  and i ll make a gif out of their conversation    by  thricedotted,1
2202165600,2202165600,jargotron,Internet?,151876868.7873001,8.4,0.001706645666780261,1.3630410058685019,0.8936170212765957,5.405405405405405,0,0,0,51.894134783705596,0.12962962962962962,Student  Brother  Wannabe hacker  Not human  I m new to this stuff and trying to learn  Bear with me   botALLY,1
2951514519,2951514519,myah581,"ø_™‹™‰™‹™_™šøÂ™_ø©, ™ƒøµø±",116733544.67446089,0.5278688524590164,0.18725722808263512,11.054097634048047,0.34549356223175964,19.607843137254903,0,0,0,138.16623069050246,0.029,                    https   t co SH zdJrtEH,1
2389455080,2389455080,ButtlawMcButt,,141880570.7885921,5.333333333333333,0,0.8866499429822904,0.8421052631578947,32.25806451612903,0.033,0,0,100.18508202307017,0.069,ButtFeed,1
3257695526,3257695526,armspirits,,101294918.40611601,2.309090909090909,4.7083112115049985,1.1694012085096652,0.6978021978021978,2.1052631578947367,0.014,0.517,0,102.80464071065829,0.11363636363636363,            still in a long way run,1
3297361261,3297361261,tardygram,"London, England",98709535.0851891,1,0.0008752953797769828,0.26521450007242575,1,13.173913043478262,0,0.9405940594059405,0,68.56438505358138,0.068,Tweet me a pic and caption I will reply with your pic printed on dot matrix receipt   If no reply within   min  printer is busy so try again in a few minutes,1
2216213125,2216213125,greatartbot,,151204341.53815198,1,0,3.651895139933353,1,3.952569169960474,0,0,0,163.0083129277572,0.07007007007007007,Computer generated art  updated four times a day  An   ARP bot ,1
2567065662,2567065662,bot_things,,133949285.70415592,30.4,0.003225101184594049,2.255635768505078,0.9681528662420382,14.492753623188406,0,0.058,0,131.0977668090718,0.034,by  dbaker h    avatar courtesy of  GenerateAFace,1
2907425432,2907425432,FFD8FFDB,,120016430.55878806,1,0.0007199014301435868,54.883125329856625,1,43.47826086956522,0,0,0,67.92343342597057,0.1694915254237288,by  dereksredowl   All images and text CC  licensed https   t co CRZWuQEz  ,1
1431116617,"""1431116617""","""DuniaOnePiece""","""Indonesia""",168061209.03610992,75.53917050691244,0.4626885671356342,27.380881206270974,0.9869347943885846,5.847953216374269,0.311,0.455,0,43.594769046328715,0.058,Dunia Tempat Berkumpulnya Para Pecinta One Piece    Get the latest news about  OnePiece here   ,1
2887281063,2887281063,fullmetaliberty,"Pensacola, FL",120095273.30293107,0.8955773955773956,0.5338161797449804,1.999292673195823,0.47245625405055086,2.4630541871921183,0.232,0.309,0,119.33489902266822,0.065,Serving clients for over    years  We buy and sell physical precious metals and prefer bitcoin but take most payment types  Not your average brokerage firm ,1
2361303974,2361303974,phylogeo_papers,,143353493.59794497,1,0,1.4513158680562668,1,3.3222591362126246,0,0,0,174.13938894992543,0.499,RSS feed from arXiv  bioRxiv  Pubmed  and PeerJ maintained by  michaelgharvey,1
4706049494,4706049494,someboxes,,84831646.811023,1,0,23.882521159977564,1,23.80952380952381,0,0,0,27.99287558178938,0.16938110749185667, ,1
2823014245,2823014245,coolbot420,,125445416.32577705,15.375,0,23.134281705944375,0.9389312977099237,23.25581395348837,0,0,0,233.61185957028857,0.4133099824868651,verb noun every day    a bot by  inky,1
2488961221,2488961221,DistractedGenie,,136937968.322227,162,0,3.1155946391439904,0.9938650306748467,3.2051282051282053,0,0,0,92.09014269605302,0.07692307692307693,Huh  What  You had a    a wish  I see  Hold on  Let me whip something up for you     A bot by  tinysubversions  tweets a few times a day,1
2367592460,2367592460,CantorLogical,Germany,142992115.98301792,2,0,0.8217515993256234,0.6666666666666666,2,0,0,0,167.84079919884448,0.056,German words only look uncountably long  Defining German words by parts  automatically  Data from http   t co dq aw fdCR   Created by  hazzen,1
2419923152,2419923152,allemptysets,,140465080.81769204,1,0,0,1,0,0,0,0,61.40264122384394,0.05030181086519115,Tweeting every element of every empty set from now until eternity,1
4180417402,4180417402,ahouseofdust,,89261930.11705208,4.761904761904762,0.012583191944506592,23.229540267401052,0.8264462809917356,23.80952380952381,0,0,0,30.393207509158852,0.17180616740088106,A poetry project created by Alison Knowles and James Tenney and the Siemens      computer in       Twitter version by  hugovk and SSBot for  D   x in      ,1
436266454,"""436266454""","""TwitterMovies""","""""",212916038.84691906,21518.15243902439,0.975933993161487,2.9870478684664055,0.9999535297682921,4.694835680751174,0.654,1.347,0.0,175.83611739066782,0.208,Tweets  Camera  Action   ,1
3730217123,3730217123,gitamonte,"Campinas, Brasil",93886714.73584604,0.7884615384615384,0.9285403184601527,1.4263998945621772,0.44086021505376344,3.3112582781456954,0.011,0.303,0.0,45.39406692792242,0.1265164644714038,ariana com ascendente em cerveja com a lua no bar mais pr ximo,0
18222378,18222378,50cent,NYC,307111286.2617991,3261042.6666666665,0.019130524545397678,3.872805895469771,0.9999996933497057,2.2573363431151243,0.689,0.812,0.0,122.09893734999733,0.053,It s the kid    Cent   G Unit     Official  Get The Strap  Merch   ,0
461429820,461429820,RobertVinluan,New York City,210427955.1711979,1.25,2.23731490246615,1.9786420471617503,0.5555555555555556,3.115264797507788,0.043,1.104,0.0,76.82835590719208,0.098,Designing Crosswords   new stuff  nytimes   Playing an unhealthy amount of board games  probably    Karaoke Disney Prince   also   ramsophone     birds       ,0
2941922172,2941922172,official_barak,,117317756.63214207,6762.857142857143,0.03755953170683762,0.24892395523355132,0.9998521553635922,7.659090909090909,0.4688427299703264,0.9554896142433235,0.0,10.05231532224663,0.03779366700715015,Ex President of USA BarakObama Official,0
974604422,974604422,ReadtoGrowCT,"Branford, CT",182700471.56902194,0.6108923884514436,0.04492599241540064,0.5452596763679678,0.37922606924643587,1.949317738791423,1.111,0.667,0.0,136.80527111018233,0.02,Read to Grow promotes language building and literacy for children  beginning at birth  and supports parents as their babies  first teachers ,0
17959736,17959736,TimWestwood,London,308018979.7504051,23.35806355806356,0.49424486803820017,14.516830110999416,0.958945833373977,19.23076923076923,0.082,1.039,0.0,207.69956857024985,0.086,snapchat   TimWestwoodTV https   t co wTW YdiNk  https   t co RuR dPL gB https   t co CHKxIi  Zf,0
174744823,"""174744823""","""ICBCArgentina""","""Argentina""",255819120.8436451,11.771084337349398,0.12091043037750465,3.069030952068114,0.9216981132075471,17.54385964912281,0.095,1.122,0.0,111.82778478426552,0.0,Cuenta oficial de ICBC Argentina  Respondemos tus consultas por este medio de lunes a viernes de    a    hs    Seguinos y enterate de todas las novedades ,0
1921907256,1921907256,Isadora_Romera,,0.11764705882352941,0.0011064690719600437,0.010511456183620415,0.10526315789473684,-1,-1,-1,-1,-1,50.38692001281252,0.036, ,0
68208905,68208905,ReggieEvans30,PENSACOLA 2 CANTONMENT,285712332.71586704,191.86451612903227,0.2803267161717169,3.741318373761037,0.9948150130460962,1.858736059479554,0.408,0.993,0.0,94.20112491645517,0.13203684749232344,never depend on nobody but myself ,0
713390006,"""713390006""","""notquitefrodo""","""Gloss Angeles, CA""",193687879.0445459,17.4614549402823,11.611423549548801,12.504472721511794,0.9458330882785391,6.25,0.017,1.38,0.0,115.18018470846232,0.146,Award winning spooky story boy  Lead Skins Writer  RiotGames  The Tingler  Nightmare Creatures  Dream Daddy    more,0
20566864,20566864,DJPROSTYLE,"NEW YORK, NY",302455109.66413903,808.5136417556347,0.7167265259321308,24.416693135720585,0.9987646903666364,4.132231404958677,0.356,0.855,0.0,88.79681077599608,0.06598984771573604,Music Director for Power       New York          On Air Personality for Power            Husband  Dad   Party Animal  ,0
23151437,23151437,KevinHart4real,Philly/LA,300385881.653121,62136.93153153153,0.02617433268411505,10.762540443672714,0.999983906770384,7.751937984496124,0.866,0.712,0.0,224.55211034023495,0.12812812812812813,My name is Kevin Hart and I WORK HARD    That pretty much sums me up    Everybody Wants To Be Famous But Nobody Wants To Do The Work,0
1483560710,1483560710,Efr1m,"New York, NY",166392232.9599161,0.7837837837837838,0.8713099008348875,0.6132401626257462,0.4393939393939394,2.4096385542168677,1.012,0.887,0.0,39.78774991107074,0.07907907907907907, ,0
2184928249,2184928249,WillRowan3,,152752541.18172407,0.1489971346704871,1.6697123205078015,0.12104283082272002,0.12967581047381546,1.7024793388429753,0.11650485436893204,0.8592233009708737,0.0,78.4331515901959,0.055,Help ,0
8441632,8441632,burtherman,West Coast/East Coast,348643761.34046197,4.940709370037057,0.2837509543255346,1.6497206139258371,0.8316699340581002,2.34192037470726,0.425,1.183,0.0,133.4310848142994,0.7602150537634409,Entrepreneurial journalist finding meaning in the noise  Innovation  LenfestInst  Co founder  Storify   HacksHackers for journalists and technologists,0
27760317,27760317,thebeatles,,298326783.61845994,10.225654691314963,0.007240382421588053,0.8731901200435191,0.9109183359458155,2.4154589371980677,0.906,0.985,0.0,209.663910308583,0.071, ,0
